IO ID,Name,"Size, B",Type,Min. Value,Max. Value,Multiplier; offset,Units,Error values,IO Explanation and Notes,Averaging,Event On Change,Event On Hysteresis,Eco5,Plug5,HCV5 Lite / Pro5 Lite,Pro5,HCV5,LCV5,Trace5-LTM / Trace5-LTM-NA,Trace5-LTE / Trace5-LTM (Rev.A) / Trace5-2G,Basic,ECO4 UBI,Eco4,Eco4 S,Eco4 T,Eco4 RS T,Pro4,Tco4 HCV,Tco4 LCV,Plug4,Pro4 BT,Tco4 HCV BT,Tco4 LCV BT,Eco3,Pro3,Tco3 TCO,Tco3 OBD
349,TellTale tachograph indication,1,Unsigned int.,0,7,-,-,-,"FMS Tell Tale Status: 0=off, 1=red, 2=yellow, 3=info, 7=not available",No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
350,TellTale ESC switched off,1,Unsigned int.,0,7,-,-,-,"FMS Tell Tale Status: 0=off, 1=red, 2=yellow, 3=info, 7=not available",No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
351,TellTale lane departure warning switched off,1,Unsigned int.,0,7,-,-,-,"FMS Tell Tale Status: 0=off, 1=red, 2=yellow, 3=info, 7=not available",No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
352,TellTale tell-tale status group 1,8,Bitmap,0,0xFFFFFFFFFFFFFFFF,-,-,-,FMS Tell Tale Status Group,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
353,TellTale tell-tale status group 2,8,Bitmap,0,0xFFFFFFFFFFFFFFFF,-,-,-,FMS Tell Tale Status Group,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
354,TellTale tell-tale status group 3,8,Bitmap,0,0xFFFFFFFFFFFFFFFF,-,-,-,FMS Tell Tale Status Group,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
355,CAN service brake air pressure circuit 1,1,Unsigned int.,0,250,8; 0,kPa,254,"FMS parameter, SPN 1087
Pneumatic pressure in the service brake circuit or reservoir #1",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
356,CAN service brake air pressure circuit 2,1,Unsigned int.,0,250,8; 0,kPa,254,"FMS parameter, SPN 1088
Pneumatic pressure in the service brake circuit or reservoir #2",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
357,CAN aftertreatment 1 diesel exhaust fluid,1,Unsigned int.,0,250,0.4; 0,%,254,"FMS parameter, SPN 1761
Ratio of volume of diesel exhaust fluid to the total volume of diesel exhaust fluid storage container",No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
358,CAN gross combination vehicle weight,2,Unsigned int.,0,64255,10; 0,kg,65024 to 65279,"FMS parameter, SPN 1760
The total weight of the truck and all attached trailers (0 to 642550 kg)",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
359,CAN retarder torque mode,1,Unsigned int.,0,,-,-,-,"FMS parameter, SPN 900
0='Low idle governor/no request  (default mode)', 1 ='Accelerator pedal/operator selection', 2='Cruise control', 3='PTO governor', 4='Road speed governor', 5='ASR control', 6='Transmission control', 7='ABS control', 8='Torque limiting', 9='High speed governor', A='Braking system', B='Remote accelerator', C='Service procedure', D='not defined', E='Other', F='Not available'",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
360,CAN actual retarder percent torque,1,Unsigned int.,0,250,1; -125,%,254,"FMS parameter, SPN 520",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
361,CAN retarder selection non engine,1,Unsigned int.,0,250,0.4; 0,%,254,"FMS parameter, SPN 1716",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
362,CAN parking brake switch,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 70
0=Parking brake not set, 1=Parking brake set, 2=Error indicator, 3=Not available or not installed",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
363,CAN status 2 of doors,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3411
0=all bus doors disabled, 1=at least 1 bus door enabled, 2=error, 3= not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
364,CAN ramp wheel charlift,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 1820
0=inside bus, 1=outside bus, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
365,CAN position of doors,1,Unsigned int.,0,15,-,-,14,"FMS parameter, SPN 1821
0=at least 1 door is open, 1=closing last door, 2=all doors closed, 3-13=not defined, 14=error, 15=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
366,CAN selected gear,1,Unsigned int.,0,250,0; -125,-,254,"FMS parameter, SPN 524: negative gear are reverse gears, 0=neutral, 251=park",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
367,CAN current gear,1,Unsigned int.,0,250,0; -125,-,254,"FMS parameter, SPN 523: negative gear are reverse gears, 0=neutral, 251=park",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
368,CAN lock status door 1,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3412: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
369,CAN open status door 1,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3413: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
370,CAN enable status door 1,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3414: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
371,CAN lock status door 2,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3415; 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
372,CAN open status door 2,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3416: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
373,CAN enable status door 2,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3417: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
374,CAN lock status door 3,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3418: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
375,CAN open status door 3,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3419: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
376,CAN enable status door 3,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3420: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
377,CAN lock status door 4,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3421: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
378,CAN open status door 4,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3422: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
379,CAN enable status door 4,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3423: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
380,CAN lock status door 5,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3424: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
381,CAN open status door 5,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3425: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
382,CAN enable status door 5,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3426: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
383,CAN lock status door 6,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3427: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
384,CAN open status door 6,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3428: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
385,CAN enable status door 6,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3429: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
386,CAN lock status door 7,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3430: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
387,CAN open status door 7,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3431: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
388,CAN enable status door 7,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3432: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
389,CAN lock status door 8,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3433: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
390,CAN open status door 8,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3434: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
391,CAN enable status door 8,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3435: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
392,CAN lock status door 9,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3436: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
393,CAN open status door 9,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3437: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
394,CAN enable status door 9,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3438: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
395,CAN lock status door 10,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3439: 0=unlocked, 1=locked, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
396,CAN open status door 10,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3440: 0=closed, 1=open, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
397,CAN enable status door 10,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter, SPN 3441: 0=disabled, 1=enabled, 2=error, 3=not available",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
398,CAN door status 1-10,8,Bit map,0,,-,-,-,Combined FMS parameters SPN 3412-3441,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
399,CAN time and date,8,Bit map,0,,-,-,-,Combined FMS parameters SPN 959-964,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
400,CAN alternator status 1-4,1,Bit map,0,,-,-,-,Combined FMS parameters SPN 3353-3356,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
401,CAN air suspension control,8,Bit map,0,,-,-,-,Combined FMS parameters SPN 1725-1728,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,,,
402,ECO braking value,2,Unsigned int.,0,65535,0.01,m/s^2,-,ECO braking value,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,,
403,ECO acceleration value,2,Unsigned int.,0,65535,0.01,m/s^2,-,ECO acceleration value,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,,
404,ECO cornering value,2,Unsigned int.,0,65535,0.01,m/s^2,-,ECO cornering value,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,,
405,DOUT1 status,1,Unsigned int.,0,1,-,-,-,"0 – DOUT active, 1 – DOUT inactive",Debouncing,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
406,DOUT2 status,1,Unsigned int.,0,1,-,-,-,"0 – DOUT active, 1 – DOUT inactive",Debouncing,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
407,OBD CAN fuel consumption,2,Unsigned int.,0,65535,0.01,l/100km,65535,65535 – data not available,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,,,,
408,OBD CAN fuel used,2,Unsigned int.,0,65535,0.001,l,65535,65535 – data not available,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,,,,
409,Custom ignition,1,Unsigned int.,0,1,-,-,-,"0 – off, 1 – on",Debouncing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
410,Towing alarm,1,Unsigned int.,0,1,-,-,-,"0 - no alarm, 1 - towing detected",No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,,
411,Roll over alarm,1,Unsigned int.,0,1,-,-,-,"0 - no alarm, 1 - roll over detected",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,,
412,Sleep state,1,Unsigned int.,0,255,-,-,-,"0 - no sleep, 1 - sleep timeout, 2 - hard sleep timeout, 3 - sleep, 4 - deep sleep, 5 - custom sleep, 6 - advanced sleep, 255 - sleep disabled",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
413,Wireless enabled,1,Unsigned int.,0,1,-,-,-,"0 – disabled, 1 – enabled",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,
414,UMTS Enabled,1,Unsigned int.,0,1,-,-,-,"0 – disabled, 1 – enabled",No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
415,GNSS Antenna,1,Unsigned int.,0,2,-,-,-,"0 – disconnected, 1 – connected, 2 - unknown",Debouncing,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
416,Wireless pair,1,Unsigned int.,0,1,-,-,-,,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,
417,Business / Private,1,Unsigned int.,0,1,-,-,-,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,
418,GPRS Status,1,Unsigned int.,0,1,-,-,-,"0 – disconnected, 1 – connected",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
419,GPS altitude,2,Signed int.,-32768,32768,1,m,-,Altitude measured by the GPS module,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
420,ME sound type,1,Unsigned int.,0,7,-,-,-,"Mobileye J-1939 Output Protocol
0 - Silent, 1 - LDWL, 2 - LDWR, 3 - HW1, 4 - TSR (if enabled via EyeWatch M5 only), 5 - UFCW, 6 - FCW + PCW, 7 - Peds in DZ (if enabled)",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
421,ME dusk time indicator,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
0 - day is indicated, 1 - dusk is indicated",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
422,ME night time indicator,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
0 - day is indicated, 1 - night is indicated",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
423,ME zero speed,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
0 - Host vehicle is moving, 1 - host vehicle is stopped",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
424,ME headway valid,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
When CIPV is detected Headway Valid is ON (bit=1).",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
425,ME headway measurement,1,Unsigned int.,0,99,0.1; 0,s,-,"Mobileye J-1939 Output Protocol
0 define no CIPV on the range",Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
426,ME error valid,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
When Error Valid bit is on, the Error Code filed will contain an error code, as indicated in the User Manual",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
427,ME error code,1,Unsigned int.,0,255,-,-,-,"Mobileye J-1939 Output Protocol
When Error Valid bit is on, the Error Code filed will contain an error code, as indicated in the User Manual",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
428,ME LDW off,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
LDW are disabled when the value is 1 (due to low speed or configuration)",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
429,ME left LDW on,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of left LDW event, 0 - no LLDW event",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
430,ME right LDW on,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of right LDW event, 0 - no RLDW event",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
431,ME forward collision warning on,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - warning (FCW) on vehicle, 0 - no FCW warning",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
432,ME maitenance,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of internal error. See User manual. 0 - No error.",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
433,ME failsafe,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of one of the internal Failsafe modes (blur image, saturated
image, low sun, partial blockage, partial transparent).
0 - failsafe not indicated",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
434,ME pedestrians forward collision warning,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of PCW event, 0 - No PCW event",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
435,ME pedestrians in danger zone,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
1 - Indicator of pedestrian in danger zone, 0 - No pedestrian in danger zone detected",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
436,ME tamper alert,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
0 - No Tamper Alert, 1 - Tamper Alert is ON
Note: Tamper Alert will be activated if there is no vehicle or lane detection for duration of 10 minutes. Tamper Alert is active above 15 km/h (9 mph).",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
437,ME TSR enabled,1,Unsigned int.,0,1,-,-,-,"Mobileye J-1939 Output Protocol
0 - disabled, 1 -enabled",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
438,ME TSR warning level,1,Unsigned int.,0,7,-,-,-,"Mobileye J-1939 Output Protocol
When Speed <= road speed, TSR Warning level= 0
When Speed > road speed + [0-5kmh], TSR Warning level= 1
When Speed > road speed + [5-10kmh], TSR Warning level= 2
When Speed > road speed + [10-15kmh], TSR Warning level= 3
When Speed > road speed + [15-20kmh], TSR Warning level= 4
When Speed > road speed + [20-25kmh], TSR Warning level= 5
When Speed > road speed + [25-30kmh], TSR Warning level= 6
When Speed > road speed + [25-30kmh], TSR Warning level= 6
When Speed > road speed + [30-35kmh], TSR Warning level= 7
When Speed > road speed + 35, TSR Warning level= 7",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
439,ME headway warning level,1,Unsigned int.,0,2,-,-,-,"Mobileye J-1939 Output Protocol
0 - When no COPV is present,
1 - When a CIPV is present with HW > HW config.
2 - When a CIPV is present with HW < HW config.",Debouncing,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
